name_c,name_j,name_e,category,filename,obtainedFrom,sell,buy,seasonalAvailability,styles,themes,villagerEquippable,variations
英雄安全帽,ヒーローヘルメット,zap helmet,頭戴物,CapFullfaceHero3,裁縫店,400,1600,全年,活潑,"['童話世界', '舞台', '工作']",False,8
稻草圈裝飾,わかざり,zen hair clip,頭戴物,CapOrnamentLTsumamizaiku0,裁縫店,1075,4300,全年,可愛,"['正式', '派對']",True,8
3D眼鏡,3Dめがね,3D glasses,飾品,AccessoryGlassThreed0,裁縫店,122,490,全年,活潑,['派對'],True,2
絆創帶,ばんそうこう,bandage,飾品,AccessoryMouthBandageSkin,裁縫店,35,140,全年,活潑,"['戶外活動', '悠閒', '運動']",False,0
鴨嘴道具,くちばし,beak,飾品,AccessoryMouthBeakYellow,裁縫店,122,490,全年,可愛,"['童話世界', '派對', '舞台']",False,0
生日墨鏡,バースデーサングラス,birthday shades,飾品,AccessoryGlassBirthday2,活動：玩家生日,620,,全年,華麗,['派對'],True,4
下半框眼鏡,アンダーリムめがね,bottom-rimmed glasses,飾品,AccessoryGlassLoose6,裁縫店,275,1100,全年,簡單,"['日常生活', '悠閒', '工作']",True,7
眉框眼鏡,サーモントめがね,browline glasses,飾品,AccessoryGlassThurmont3,裁縫店,260,1040,全年,簡單,"['日常生活', '正式']",True,4
泡泡口香糖,ふうせんガム,bubblegum,飾品,AccessoryMouthBubblegum4,裁縫店,35,140,全年,簡單,['悠閒'],False,5
兔鼻子道具,ウサギのつけばな,bunny nose,飾品,AccessoryMouthRabbit2,裁縫店,140,560,全年,可愛,"['童話世界', '派對', '舞台']",False,3
蝴蝶框墨鏡,バタフライサングラス,butterfly shades,飾品,AccessoryGlassButterfly0,裁縫店,260,1040,全年,酷,['戶外活動'],True,3
骷髏糖面具,スカルキャンディマスク,candy-skull mask,飾品,AccessoryGlassmouthCatrina1,呂遊,800,,全年,華麗,"['正式', '派對', '舞台']",False,3
貓鼻子道具,ネコのつけばな,cat nose,飾品,AccessoryMouthCat0,裁縫店,140,560,全年,可愛,"['童話世界', '派對', '舞台']",False,3
小黃瓜面膜,きゅうりパック,cucumber pack,飾品,AccessoryMouthCucumber,裁縫店,122,490,全年,簡單,['悠閒'],False,0
翹鬍子,まきヒゲ,curly mustache,飾品,AccessoryMouthRollingmustacheBlack,裁縫店,175,700,全年,簡單,"['童話世界', '正式', '派對']",False,0
太空墨鏡,サイバーサングラス,cyber shades,飾品,AccessoryGlassCyber2,裁縫店,325,1300,全年,活潑,"['派對', '舞台']",True,6
DAL眼罩,ＤＡＬアイマスク,DAL eye mask,飾品,AccessoryGlassDalmask0,Dodo公司,1010,,全年,簡單,"['悠閒', '度假']",True,0
DAL墨鏡,ＤＡＬサングラス,DAL sunglasses,飾品,AccessoryGlassDalglass0,Dodo公司,1010,,全年,華麗,"['悠閒', '度假']",True,0
口罩,マスク,doctor's mask,飾品,AccessoryMouthMaskWhite,裁縫店,35,140,全年,簡單,"['日常生活', '恐怖', '悠閒']",False,0
小狗鼻子道具,イヌのつけばな,dog nose,飾品,AccessoryMouthDog0,裁縫店,140,560,全年,可愛,"['童話世界', '派對', '舞台']",False,3
雙樑眼鏡,ダブルブリッジめがね,double-bridge glasses,飾品,AccessoryGlassDoublebridge2,裁縫店,275,1100,全年,優雅,"['悠閒', '度假', '工作']",True,4
吸管眼鏡,ストローメガネ,drinking-straw glasses,飾品,AccessoryGlassmouthStraw3,裁縫店,140,560,全年,活潑,"['悠閒', '度假', '工作']",False,4
眼罩,アイマスク,eye mask,飾品,AccessoryGlassMask2,裁縫店,140,560,全年,簡單,['悠閒'],True,6
單眼眼罩,アイパッチ,eye patch,飾品,AccessoryGlassPatchBlack,裁縫店,35,140,全年,酷,"['童話世界', '恐怖']",True,0
面膜,パック,facial mask,飾品,AccessoryGlassmouthPackWhite,裁縫店,140,560,全年,簡單,"['恐怖', '悠閒']",False,0
鼻子道具,つけばな,fake nose,飾品,AccessoryGlassmouthNoseRed,裁縫店,122,490,全年,可愛,"['童話世界', '派對', '舞台']",False,0
花朵墨鏡,フラワーサングラス,flower sunglasses,飾品,AccessoryGlassFlower0,裁縫店,192,770,全年,可愛,"['派對', '度假']",True,5
沾到嘴邊的東西,たべこぼし,food mess,飾品,AccessoryMouthPasta,裁縫店,122,490,全年,簡單,['悠閒'],False,0
搞笑眼鏡,をかしなめがね,funny glasses,飾品,AccessoryGlassEyes1,裁縫店,275,1100,全年,可愛,"['童話世界', '派對', '舞台']",True,3
防毒面具,ガスマスク,gas mask,飾品,AccessoryGlassmouthGasmask0,裁縫店,275,1100,全年,酷,"['恐怖', '工作']",False,2
瓶底眼鏡,ビンぞこめがね,glass-bottle glasses,飾品,AccessoryGlassBottleBlack,裁縫店,275,1100,全年,簡單,"['悠閒', '工作']",True,0
山羊鬍,アゴひげ,goatee,飾品,AccessoryMouthBeardChinBlack,裁縫店,245,980,全年,酷,"['日常生活', '悠閒', '舞台']",False,0
泳鏡,すいえいゴーグル,goggles,飾品,AccessoryGlassGoggles0,裁縫店,140,560,夏季,活潑,"['戶外活動', '運動', '度假']",True,6
八字翹鬍,カイゼルひげ,handlebar mustache,飾品,AccessoryMouthBeardBlack,裁縫店,280,1120,全年,優雅,"['童話世界', '正式', '舞台']",False,0
愛心墨鏡,ハートのサングラス,heart shades,飾品,AccessoryGlassHeart0,裁縫店,260,1040,全年,可愛,"['派對', '度假']",True,5
虛擬實境頭戴式顯示器,HMD,HMD,飾品,AccessoryGlassHmdWhite,裁縫店,500,2000,全年,酷,['悠閒'],True,0
小丑面具,ピエロのかめん,jester's mask,飾品,AccessoryGlassmouthPierrot0,裁縫店,440,1760,全年,酷,"['童話世界', '恐怖', '派對', '舞台', '工作']",False,4
凱絲墨鏡,ケイトのサングラス,Labelle sunglasses,飾品,AccessoryGlassKate1,綿兒,500,2000,全年,華麗,"['日常生活', '正式', '派對', '舞台', '度假']",True,6
百葉窗墨鏡,ブラインドサングラス,ladder shades,飾品,AccessoryGlassBlind0,裁縫店,220,880,全年,活潑,"['派對', '舞台']",True,6
葉子,はっぱ,leaf,飾品,AccessoryMouthLeafGreen,DIY,100,,全年,簡單,"['戶外活動', '悠閒', '度假']",False,0
威尼斯面具,ベネチアンマスク,masquerade mask,飾品,AccessoryGlassVenetian1,裁縫店,227,910,全年,華麗,"['童話世界', '派對', '舞台']",True,6
單片眼鏡,モノクル,monocle,飾品,AccessoryGlassMonocle2,裁縫店,275,1100,全年,優雅,"['童話世界', '正式', '工作']",True,3
夜視鏡,ナイトビジョン,night-vision goggles,飾品,AccessoryGlassNightvisionBlack,裁縫店,390,1560,全年,活潑,['戶外活動'],True,0
Nook Inc.眼罩,たぬきかいはつアイマスク,Nook Inc. eye mask,飾品,AccessoryGlassNook0,購物：哩數兌換,2000,,全年,簡單,['悠閒'],True,0
鼻水,はなみず,nose drip,飾品,AccessoryMouthJokeDripCyan,裁縫店,122,490,全年,簡單,['悠閒'],False,0
八角形眼鏡,オクタゴンめがね,octagonal glasses,飾品,AccessoryGlassOctagon0,裁縫店,275,1100,全年,可愛,"['悠閒', '度假', '工作']",True,5
橢圓形眼鏡,オーバルめがね,oval glasses,飾品,AccessoryGlassOval6,裁縫店,220,880,全年,簡單,"['日常生活', '工作']",True,7
奶嘴,おしゃぶり,pacifier,飾品,AccessoryMouthPacifier5,裁縫店,140,560,全年,可愛,['悠閒'],False,8
豬鼻子道具,ブタのつけばな,pig nose,飾品,AccessoryMouthPigPink,裁縫店,140,560,全年,可愛,"['童話世界', '派對', '舞台']",False,0
飛行員墨鏡,パイロットサングラス,pilot shades,飾品,AccessoryGlassPilot0,裁縫店,325,1300,全年,酷,"['運動', '工作']",True,2
像素墨鏡,ドットサングラス,pixel shades,飾品,AccessoryGlassDot3,裁縫店,330,1320,全年,酷,"['派對', '度假']",True,4
皮面具,レザーマスク,pleather mask,飾品,AccessoryMouthLeatherBlack,裁縫店,192,770,全年,酷,['恐怖'],False,0
醫療眼罩,がんたい,post-op patch,飾品,AccessoryGlassEyepatchWhite,裁縫店,122,490,全年,簡單,['恐怖'],True,0
黑色口罩,カラスマスク,privacy mask,飾品,AccessoryMouthCrowBlack,裁縫店,140,560,全年,酷,"['日常生活', '恐怖', '悠閒']",False,0
反射鏡,はんしゃきょう,reflector,飾品,AccessoryGlassMirrorGray,裁縫店,140,560,全年,酷,['工作'],True,0
復古墨鏡,レトロなサングラス,retro shades,飾品,AccessoryGlassRetro0,裁縫店,390,1560,全年,優雅,"['日常生活', '派對', '度假']",True,6
水鑽眼鏡,ラインストーンめがね,rhinestone shades,飾品,AccessoryGlassRhinestone0,裁縫店,260,1040,全年,華麗,"['派對', '舞台', '度假']",True,3
圓框眼鏡,まるめがね,rimmed glasses,飾品,AccessoryGlassCircle2,裁縫店,157,630,全年,優雅,"['日常生活', '正式', '工作']",True,5
波士頓框眼鏡,ボストンめがね,round shades,飾品,AccessoryGlassBoston6,裁縫店,390,1560,全年,酷,"['日常生活', '派對', '度假']",True,8
圓形墨鏡,ラウンドサングラス,round tinted shades,飾品,AccessoryGlassRound0,裁縫店,220,880,全年,簡單,"['日常生活', '正式']",True,4
絡腮鬍,ラウンドひげ,rounded beard,飾品,AccessoryMouthBeardRoundBlack,裁縫店,245,980,全年,酷,"['日常生活', '悠閒', '舞台']",False,0
有裂痕的眼鏡,ヒビわれめがね,shattered glasses,飾品,AccessoryGlassCrackBlack,回收箱,10,,全年,簡單,['恐怖'],True,0
滑雪風鏡,スキーゴーグル,ski goggles,飾品,AccessoryGlassGogglesski1,裁縫店,245,980,冬季,活潑,"['戶外活動', '運動']",True,6
運動墨鏡,スポーツサングラス,sporty shades,飾品,AccessoryGlassSports1,裁縫店,325,1300,全年,活潑,"['戶外活動', '運動']",True,5
方框眼鏡,スクエアめがね,square glasses,飾品,AccessoryGlassSquare2,裁縫店,220,880,全年,簡單,"['日常生活', '正式', '工作']",True,4
鬍子眼鏡,ヒゲメガネ,stache & glasses,飾品,AccessoryGlassmouthBeard0,裁縫店,192,770,全年,可愛,"['派對', '舞台']",True,2
星形墨鏡,ほしのサングラス,star shades,飾品,AccessoryGlassStar1,裁縫店,220,880,全年,可愛,"['派對', '度假']",True,5
蒸汽龐克護目鏡,スチームパンクなゴーグル,steampunk glasses,飾品,AccessoryGlassSteampunk0,裁縫店,325,1300,全年,華麗,"['童話世界', '舞台']",True,2
飯粒,ごはんつぶ,sticky rice,飾品,AccessoryMouthRice,裁縫店,122,490,全年,簡單,['悠閒'],False,0
英雄面具,ヒーローマスク,superhero mask,飾品,AccessoryGlassHeromaskBlack,裁縫店,260,1040,全年,酷,"['童話世界', '舞台', '工作']",True,0
迷你墨鏡,ちいさいサングラス,tiny shades,飾品,AccessoryGlassMini1,裁縫店,275,1100,全年,酷,"['童話世界', '正式']",True,3
琥珀眼鏡,べっこうめがね,tortoise specs,飾品,AccessoryGlassTortoiseshell2,裁縫店,260,1040,全年,簡單,"['日常生活', '正式']",True,3
三角形墨鏡,さんかくサングラス,triangle shades,飾品,AccessoryGlassTriangle5,裁縫店,220,880,全年,可愛,"['派對', '度假']",True,7
木框眼鏡,ウッドフレームめがね,wooden-frame glasses,飾品,AccessoryGlassWood0,裁縫店,390,1560,全年,簡單,"['日常生活', '正式', '工作']",True,2
有氧運動緊身褲,エアロビレギンス,aerobics leggings,襪子,SocksTexAerobics0,薛革,175,700,全年,活潑,['運動'],False,5
手編阿倫花樣針織襪,アランニットのソックス,Aran-knit socks,襪子,SocksTexAlan1,裁縫店,180,720,冬季,簡單,"['日常生活', '悠閒']",False,6
菱格紋襪,アーガイルソックス,argyle crew socks,襪子,SocksTexArgyle5,裁縫店,180,720,全年,優雅,"['日常生活', '正式', '工作']",False,8
蝴蝶結襪子,リボンソックス,back-bow socks,襪子,SocksTexRibbon3,薛革,150,600,春季,可愛,"['日常生活', '童話世界', '派對', '度假']",False,6
三折襪,みつおりソックス,bobby socks,襪子,SocksTexFolded0,裁縫店,120,480,全年,優雅,"['正式', '工作']",False,4
多色方塊襪,マルチブロックソックス,color-blocked socks,襪子,SocksTexMultiblock5,薛革,210,840,全年,可愛,['日常生活'],False,8
壓力褲襪,コンプレッションタイツ,compression tights,襪子,SocksTexCompression4,薛革,150,600,全年,活潑,"['戶外活動', '運動', '工作']",False,5
英國傳統服裝襪子,カントリーソックス,country socks,襪子,SocksTexCountry3,裁縫店,180,720,全年,優雅,"['正式', '工作']",False,4
鉤針編織襪,かぎばりあみソックス,crocheted socks,襪子,SocksTexCrocheting1,裁縫店,150,600,全年,優雅,"['日常生活', '悠閒']",False,4
牛仔緊身褲,デニムレギンス,denim leggings,襪子,SocksTexDenimleggings1,裁縫店,135,540,全年,簡單,"['日常生活', '戶外活動', '運動']",False,4
點點膝上襪,ドットのニーハイソックス,dotted knee-high socks,襪子,SocksTexDotknee3,裁縫店,180,720,全年,可愛,['日常生活'],False,4
花紋刺繡褲襪,はながらししゅうのタイツ,embroidered-flower tights,襪子,SocksTexEmbroidery1,裁縫店,250,1000,全年,可愛,"['日常生活', '童話世界', '派對']",False,6
通勤襪子,デイリーソックス,everyday socks,襪子,SocksTexDailysocks5,裁縫店,150,600,全年,簡單,"['日常生活', '工作']",False,6
通勤褲襪,デイリータイツ,everyday tights,襪子,SocksTexDailytights3,裁縫店,180,720,全年,簡單,"['日常生活', '工作']",False,6
網襪,あみタイツ,fishnet tights,襪子,SocksTexAmitights1,裁縫店,120,480,全年,優雅,"['派對', '舞台']",False,3
花朵點點褲襪,フラワードットタイツ,flowery-dot tights,襪子,SocksTexFlowerdot0,裁縫店,180,720,全年,優雅,"['童話世界', '正式', '派對', '舞台']",False,5
蕾絲花邊膝上襪,フリルつきニーハイソックス,frilly knee-high socks,襪子,SocksTexFrilledknee0,薛革,210,840,春季,可愛,"['日常生活', '童話世界', '派對', '舞台']",False,8
蕾絲花邊襪,フリルソックス,frilly socks,襪子,SocksTexFrilled0,裁縫店,180,720,全年,可愛,"['日常生活', '童話世界', '正式', '派對']",False,6
卡通圖案襪,キャラクターソックス,funny-face socks,襪子,SocksTexCharacter4,薛革,150,600,夏季,活潑,"['日常生活', '悠閒']",False,5
吊帶襪,ガーターつきストッキング,garter socks,襪子,SocksTexGarter1,薛革,245,980,全年,酷,"['正式', '派對', '舞台']",False,4
奇馬約圖騰襪,チマヨがらソックス,geometric-print socks,襪子,SocksTexChimayo4,裁縫店,237,950,全年,活潑,['戶外活動'],False,6
手工編織襪,てあみのソックス,hand-knit socks,襪子,SocksTexHandknit2,裁縫店,175,700,全年,簡單,"['戶外活動', '悠閒']",False,3
破洞襪,あなあきソックス,holey socks,襪子,SocksTexHole0,回收箱,10,,全年,簡單,"['恐怖', '悠閒']",False,3
破洞褲襪,あなあきタイツ,holey tights,襪子,SocksTexHoletights0,裁縫店,87,350,全年,酷,"['日常生活', '恐怖', '舞台']",False,8
兒童襪,キッズソックス,kiddie socks,襪子,SocksTexKids7,薛革,150,600,全年,可愛,"['日常生活', '戶外活動', '悠閒', '運動']",False,8
凱絲襪子,ケイトのソックス,Labelle socks,襪子,SocksTexKatesocks1,綿兒,235,940,全年,酷,"['日常生活', '正式', '運動', '舞台']",False,6
凱絲褲襪,ケイトのタイツ,Labelle tights,襪子,SocksTexKatetights1,綿兒,310,1240,全年,優雅,"['日常生活', '正式', '派對', '舞台']",False,6
蕾絲襪,レースのソックス,lace socks,襪子,SocksTexLace0,裁縫店,180,720,全年,優雅,"['日常生活', '童話世界', '正式', '派對']",False,5
多層襪,かさねばきソックス,layered socks,襪子,SockstTexOverlapping4,裁縫店,180,720,冬季,簡單,"['日常生活', '悠閒']",False,6
保暖襪套,レッグウォーマー,leg warmers,襪子,SocksTexLegwarmer2,裁縫店,110,440,冬季,活潑,"['戶外活動', '悠閒']",False,6
混色斜紋軟呢襪,ミックスツイードソックス,mixed-tweed socks,襪子,SocksTexMixtweed0,裁縫店,200,800,全年,簡單,"['日常生活', '悠閒']",False,8
螢光色緊身褲,ネオンレギンス,neon leggings,襪子,SocksTexNeonleggings1,裁縫店,135,540,全年,活潑,"['戶外活動', '派對', '舞台']",False,5
螢光色褲襪,ネオンタイツ,neon tights,襪子,SocksTexNeontights1,裁縫店,180,720,全年,活潑,"['派對', '舞台']",False,5
船型襪,スニーカーインソックス,no-show socks,襪子,SocksTexSneakerin1,裁縫店,120,480,全年,簡單,"['日常生活', '戶外活動', '悠閒', '運動']",False,8
Nook Inc.襪子,たぬきかいはつソックス,Nook Inc. socks,襪子,SocksTexBorderRco,購物：哩數兌換,2000,,全年,活潑,"['日常生活', '戶外活動', '悠閒']",False,0
北歐風襪子,ノルディックなソックス,nordic socks,襪子,SocksTexNordic4,裁縫店,210,840,冬季,優雅,"['日常生活', '戶外活動', '悠閒']",False,7
花紋絲襪,デザインストッキング,patterned stockings,襪子,SocksTexStripedot1,裁縫店,235,940,全年,優雅,"['日常生活', '正式', '派對', '舞台']",False,2
毛球襪,ポンポンソックス,pom-pom socks,襪子,SocksTexBobble0,裁縫店,180,720,冬季,可愛,"['日常生活', '童話世界', '悠閒']",False,5
泡泡襪,くしゅくしゅソックス,puckered socks,襪子,SocksTexPucker1,裁縫店,150,600,全年,優雅,['日常生活'],False,5
跑步緊身褲,ランニングタイツ,running tights,襪子,SocksTexRun0,裁縫店,137,550,全年,活潑,"['戶外活動', '運動', '工作']",False,4
同色系襪子,ニュアンスソックス,semi-opaque socks,襪子,SocksTexNuancesocks1,裁縫店,120,480,全年,優雅,['日常生活'],False,8
同色系褲襪,ニュアンスタイツ,semi-opaque tights,襪子,SocksTexNuancetights6,裁縫店,180,720,全年,優雅,['日常生活'],False,8
亮片緊身褲,スパンコールレギンス,sequin leggings,襪子,SocksTexSequins4,薛革,235,940,全年,華麗,"['派對', '舞台']",False,8
透膚襪,シースルーソックス,sheer socks,襪子,SocksTexSeethrough5,薛革,150,600,秋季,優雅,"['日常生活', '正式', '派對']",False,6
簡約膝上襪,シンプルなニーハイソックス,simple knee-high socks,襪子,SocksTexSimpleknee1,薛革,150,600,全年,可愛,['日常生活'],False,4
小圖案襪,ワンポイントソックス,simple-accent socks,襪子,SocksTexOnepoint2,裁縫店,180,720,全年,簡單,"['日常生活', '正式']",False,8
足球襪,サッカーソックス,soccer socks,襪子,SocksTexFootball6,薛革,200,800,全年,活潑,"['運動', '工作']",False,7
蜘蛛褲襪,スパイダーなタイツ,spider-web tights,襪子,SocksTexSpider1,薛革,180,720,秋季,酷,"['恐怖', '派對', '舞台']",False,4
絲襪,ストッキング,stockings,襪子,SocksTexTights2,裁縫店,120,480,全年,簡單,"['日常生活', '工作']",False,5
彈性緊身褲,ストレッチレギンス,stretch leggings,襪子,SocksTexLeggings3,裁縫店,112,450,全年,簡單,"['日常生活', '戶外活動', '運動']",False,7
粗橫紋襪,ボーダーソックス,striped socks,襪子,SocksTexBorder0,裁縫店,150,600,全年,簡單,"['日常生活', '悠閒']",False,8
條紋襪子,ストライプソックス,striped tights,襪子,SocksTexStripe1,裁縫店,180,720,全年,華麗,"['派對', '舞台']",False,8
足袋,たび,tabi,襪子,SocksTexTabi0,裁縫店,300,1200,全年,簡單,"['日常生活', '正式', '派對']",False,3
毛絨襪,もこもこソックス,terry-cloth socks,襪子,SocksTexFluffy6,裁縫店,150,600,冬季,可愛,"['童話世界', '悠閒']",False,7
條紋襪,ラインソックス,tube socks,襪子,SocksTexLine3,裁縫店,120,480,全年,簡單,"['日常生活', '戶外活動', '運動']",False,8
隱形襪,フットカバー,ultra no-show socks,襪子,SocksTexFootcover7,裁縫店,120,480,全年,簡單,"['日常生活', '戶外活動', '運動']",False,8
鮮豔緊身褲,ビビッドなレギンス,vivid leggings,襪子,SocksTexVividleggings2,裁縫店,112,450,全年,簡單,"['戶外活動', '派對', '舞台']",False,8
鮮豔襪子,ビビッドなソックス,vivid socks,襪子,SocksTexVividsocks0,裁縫店,120,480,全年,簡單,"['日常生活', '派對', '舞台']",False,8
鮮豔褲襪,ビビッドなタイツ,vivid tights,襪子,SocksTexVividtights2,裁縫店,180,720,全年,簡單,"['派對', '舞台']",False,8
青海波襪子,せいがいはソックス,wave-print socks,襪子,SocksTexWave4,薛革,150,600,全年,酷,['日常生活'],False,5
古老靴子,アンティークなブーツ,antique boots,鞋子,ShoesKneeAntique1,裁縫店,660,2640,全年,簡單,"['日常生活', '童話世界']",False,3
鐵甲鞋,アイアンアーマーシューズ,armor shoes,鞋子,ShoesKneeKnightIron,DIY,3000,,全年,酷,"['童話世界', '恐怖']",False,0
摩洛哥拖鞋,バブーシュ,babouches,鞋子,ShoesSandalBaboush4,薛革,140,560,全年,可愛,"['悠閒', '度假']",False,8
芭蕾舞鞋,バレエシューズ,ballet slippers,鞋子,ShoesLowcutBallet4,薛革,550,2200,全年,優雅,"['童話世界', '運動', '舞台', '工作']",False,8
籃球鞋,バスケットシューズ,basketball shoes,鞋子,ShoesHighcutBasket0,裁縫店,375,1500,全年,活潑,"['運動', '工作']",False,8
珠珠拖鞋,ビーズししゅうのサンダル,beaded sandals,鞋子,ShoesSandalBeads3,裁縫店,450,1800,夏季,華麗,"['日常生活', '悠閒', '度假']",False,6
長靴,ながぐつ,boots,鞋子,ShoesKneeRubberboots1,裁縫店,140,560,全年,簡單,"['戶外活動', '工作']",False,5
商務皮鞋,ビジネスシューズ,business shoes,鞋子,ShoesLowcutBusiness0,裁縫店,325,1300,全年,簡單,"['正式', '工作']",False,2
釘鞋,スパイク,cleats,鞋子,ShoesLowcutSpike4,薛革,300,1200,全年,活潑,"['運動', '工作']",False,8
雙帶拖鞋,コンフォートサンダル,comfy sandals,鞋子,ShoesSandalComfort1,裁縫店,260,1040,夏季,簡單,"['日常生活', '悠閒', '度假']",False,8
西部牛仔靴,ウェスタンブーツ,cowboy boots,鞋子,ShoesKneeWestern2,裁縫店,595,2380,全年,優雅,"['戶外活動', '舞台', '工作']",False,5
交叉帶涼鞋,クロスベルトサンダル,cross-belt sandals,鞋子,ShoesSandalCrossbelt2,裁縫店,260,1040,夏季,優雅,"['日常生活', '度假']",False,6
可愛運動鞋,キュートなスニーカー,cute sneakers,鞋子,ShoesHighcutCute2,裁縫店,315,1260,全年,可愛,"['日常生活', '童話世界']",False,6
DAL拖鞋,ＤＡＬスリッパ,DAL slippers,鞋子,AccessoryGlassSlippers0,Dodo公司,1010,,全年,簡單,"['悠閒', '度假']",False,0
地面蛋鞋子,じめんのたまごのくつ,earth-egg shoes,鞋子,ShoesLowcutEggground0,DIY,800,,全年,活潑,"['童話世界', '派對', '舞台']",False,0
刺繡鞋,ししゅうのくつ,embroidered shoes,鞋子,ShoesLowcutEmbroidery1,薛革,525,2100,全年,優雅,"['日常生活', '正式']",False,4
毛毛靴,ファーブーツ,faux-fur ankle booties,鞋子,ShoesHighcutFurboots2,裁縫店,362,1450,冬季,優雅,"['日常生活', '童話世界', '正式', '派對', '舞台']",False,4
麂皮雪靴,ムートンブーツ,faux-shearling boots,鞋子,ShoesHighcutMouton4,裁縫店,400,1600,冬季,可愛,"['日常生活', '戶外活動']",False,5
麂皮運動鞋,スエードスニーカー,faux-suede sneakers,鞋子,ShoesLowcutSuede7,裁縫店,270,1080,全年,簡單,"['日常生活', '戶外活動', '運動']",False,8
沙灘拖鞋,ビーチサンダル,flip-flops,鞋子,ShoesSandalBeachborder3,裁縫店,87,350,夏季,活潑,"['戶外活動', '悠閒', '運動', '度假']",False,8
花朵拖鞋,フラワーなサンダル,flower sandals,鞋子,ShoesSandalFlower6,裁縫店,300,1200,夏季,可愛,"['童話世界', '戶外活動', '度假']",False,7
雕花紳士鞋,ギリー・ブローグズ,ghillie brogues,鞋子,ShoesLowcutBrogues2,薛革,585,2340,全年,華麗,"['正式', '工作']",False,3
羅馬涼鞋,グラディエーターサンダル,gladiator sandals,鞋子,ShoesSandalGladiator1,裁縫店,450,1800,夏季,優雅,"['日常生活', '童話世界', '悠閒', '度假']",False,3
金甲鞋,ゴールデンアーマーシューズ,gold-armor shoes,鞋子,ShoesKneeKnightGold,DIY,40000,,全年,華麗,"['童話世界', '恐怖']",False,0
氣墊鞋,ハイテクシューズ,hi-tech sneakers,鞋子,ShoesHighcutHightech1,裁縫店,315,1260,全年,酷,"['戶外活動', '運動']",False,5
高筒運動鞋,ハイカットスニーカー,high-tops,鞋子,ShoesHighcutSneaker7,裁縫店,270,1080,全年,簡單,"['日常生活', '戶外活動', '運動']",False,8
室內拖鞋,ルームシューズ,house slippers,鞋子,ShoesSandalRoomborder0,裁縫店,122,490,全年,簡單,"['悠閒', '度假']",False,8
小丑鞋,ピエロのくつ,jester's shoes,鞋子,ShoesKneeClown1,薛革,475,1900,全年,活潑,"['童話世界', '恐怖', '派對', '舞台', '工作']",False,4
兒童運動鞋,キッズなスニーカー,kiddie sneakers,鞋子,ShoesHighcutSports4,薛革,175,700,全年,活潑,"['日常生活', '戶外活動', '運動']",False,6
二齒木屐,げた,kimono sandals,鞋子,ShoesSandalGeta4,薛革,400,1600,全年,簡單,"['日常生活', '悠閒', '舞台']",False,8
功夫鞋,カンフーシューズ,kung-fu shoes,鞋子,ShoesLowcutKungfu0,薛革,315,1260,全年,活潑,"['日常生活', '運動']",False,0
凱絲低跟鞋,ケイトのパンプス,Labelle pumps,鞋子,ShoesLowcutKateheel1,綿兒,875,3500,全年,優雅,"['日常生活', '正式', '派對', '舞台', '工作']",False,6
凱絲運動鞋,ケイトのスニーカー,Labelle sneakers,鞋子,ShoesHighcutKatesneaker1,綿兒,825,3300,全年,酷,"['日常生活', '運動', '舞台']",False,6
綁帶靴,あみあげブーツ,lace-up boots,鞋子,ShoesKneeLaceup1,裁縫店,480,1920,全年,酷,"['日常生活', '舞台']",False,4
葉子蛋鞋子,はっぱのたまごのくつ,leaf-egg shoes,鞋子,ShoesLowcutEggleaf0,DIY,800,,全年,活潑,"['童話世界', '派對', '舞台']",False,0
豹紋低跟鞋,アニマルパンプス,leopard pumps,鞋子,ShoesLowcutLeopard1,裁縫店,390,1560,全年,優雅,"['日常生活', '派對', '舞台']",False,6
樂福鞋,ローファー,loafers,鞋子,ShoesLowcutLoafers2,裁縫店,325,1300,全年,簡單,"['日常生活', '正式', '工作']",False,7
尖頭靴,とんがりブーツ,mage's booties,鞋子,ShoesKneeWitch2,薛革,387,1550,全年,酷,"['童話世界', '恐怖', '舞台']",False,4
扣帶鞋,ストラップシューズ,mary janes,鞋子,ShoesLowcutStrap2,裁縫店,450,1800,全年,可愛,"['日常生活', '童話世界', '正式', '派對', '工作']",False,8
莫卡辛靴,モカシンブーツ,moccasin boots,鞋子,ShoesHighcutMoccasin4,裁縫店,280,1120,冬季,簡單,"['日常生活', '悠閒', '度假']",False,7
莫卡辛鞋,モカシン,moccasins,鞋子,ShoesLowcutMoccasin3,裁縫店,270,1080,全年,優雅,"['日常生活', '悠閒']",False,7
Nook Inc.拖鞋,たぬきかいはつスリッパ,Nook Inc. slippers,鞋子,ShoesSandalRco,購物：哩數兌換,2000,,全年,簡單,['悠閒'],False,0
戶外涼鞋,アウトドアサンダル,outdoor sandals,鞋子,ShoesSandalOutdoor6,裁縫店,157,630,夏季,活潑,"['戶外活動', '悠閒', '度假']",False,8
動物拖鞋,アニマルスリッパ,paw slippers,鞋子,ShoesLowcutAnimal2,薛革,315,1260,全年,可愛,"['童話世界', '派對', '舞台']",False,5
皮短靴,レザーのショートブーツ,pleather ankle booties,鞋子,ShoesHighcutShortboots1,裁縫店,320,1280,全年,優雅,"['日常生活', '正式', '派對']",False,4
皮運動鞋,レザーのスニーカー,pleather sneakers,鞋子,ShoesLowcutLeathersneker0,裁縫店,175,700,全年,簡單,"['日常生活', '戶外活動', '運動']",False,8
