id,name_e,name_j,name_c,filename,birthday,catchphrase,colors,favoriteSong,gender,hobby,personality,species,houseImage,wallpaper,flooring,furnitureList
26443,Chow,チャウヤン,朝陽,bea03,7/22,有喔,"['黑色', '白色']",K.K.中華,♂,健康,暴躁,熊,bea03_21_Chow,"{'name': '竹林牆', 'filename': 'RoomTexWallChikurin00'}","{'name': '竹子地板', 'filename': 'RoomTexFloorBamboo00'}","[{'name': '竹屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_0_0.png'}, {'name': '竹屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_0_0.png'}, {'name': '竹屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooScreen_Remake_0_0.png'}, {'name': '竹製落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_0_0.png'}, {'name': '竹製落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_0_0.png'}, {'name': '竹籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooBasket_Remake_0_0.png'}, {'name': '流水素麵', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooSomen.png'}, {'name': '竹製驚嚇箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooSurprisedbox.png'}, {'name': '竹製驚嚇箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooSurprisedbox.png'}, {'name': '竹長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}]"
26444,Nate,バッカス,巴克思,bea05,8/16,嗯是,"['白色', '綠色']",森林生活,♂,玩耍,悠閒,熊,bea05_22_Nate,"{'name': '樹海牆', 'filename': 'RoomTexWallJukai00'}","{'name': '草原地板', 'filename': 'RoomTexFloorGrassland00'}","[{'name': '書堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png'}, {'name': '窯烤爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStoneoven_Remake_0_0.png'}, {'name': '微型圖書館', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMicrolibrary_Remake_0_0.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '圓木花園躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_0.png'}, {'name': '圓木圓桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_0.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '木桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPirateBarrel.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': '野外圓木長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodBench_Remake_0_0.png'}]"
26445,Groucho,クロー,爪爪,bea06,10/23,哇哇,"['黑色', '灰色']",K.K.金屬搖滾,♂,音樂,暴躁,熊,bea06_23_Groucho,"{'name': '灰色鐵皮牆', 'filename': 'RoomTexWallTin00'}","{'name': '骷髏地板', 'filename': 'RoomTexFloorSkull00'}","[{'name': '鑄鐵衣帽立架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_0_0.png'}, {'name': '鑄鐵木DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '擴音器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_0_0.png'}, {'name': '鑄鐵櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_0_0.png'}, {'name': '鑰匙掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png'}, {'name': '鑄鐵工作桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png'}, {'name': '電吉他ES1', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar1_Remake_0_0.png'}, {'name': 'TOY鏡子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyMirror_Remake_0_0.png'}, {'name': 'TOY音響', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyAudio_Remake_0_0.png'}, {'name': '鑄鐵木矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableM_Remake_0_0.png'}, {'name': '露營床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_0_0.png'}, {'name': '電漿球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlasmaball.png'}]"
26446,Tutu,れんにゅう,戀戀,bea07,9/15,加油,"['粉色', '紅色']",K.K.偶像,♀,時尚,活力,熊,bea07_24_Tutu,"{'name': '粉紅條紋壁紙', 'filename': 'RoomTexWallStripe01'}","{'name': '紅色點點地毯', 'filename': 'RoomTexFloorDot02'}","[{'name': '可愛DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteWorkbench_Remake_0_0.png'}, {'name': '可愛沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteChairL_Remake_0_0.png'}, {'name': '可愛椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteChairS_Remake_0_0.png'}, {'name': '可愛床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteBedW_Remake_0_0.png'}, {'name': '空調', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirconditioner_Remake_0_0.png'}, {'name': '可愛壁掛鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_0_0.png'}, {'name': '可愛衣櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteClosetLR_Remake_0_0.png'}, {'name': '可愛落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteLamp_Remake_0_0.png'}, {'name': '可愛茶桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteTableS_Remake_0_0.png'}, {'name': '滾筒式洗衣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashingmachineDrum_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}]"
26447,Ursala,ネーヤ,妮雅,bea08,1/16,呀吶,"['紅色', '橘子']",K.K.巴黎,♀,音樂,大姐姐,熊,bea08_25_Ursala,"{'name': '咖啡店窗簾牆', 'filename': 'RoomSpWallCafe00'}","{'name': '綠色六角磚地板', 'filename': 'RoomTexFloorHoneycomb02'}","[{'name': '滾筒式洗衣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashingmachineDrum_Remake_0_0.png'}, {'name': '絲蘭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantYucca_Remake_0_0.png'}, {'name': '鑄鐵木廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '木製雙人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedW_Remake_0_0.png'}, {'name': '自然風花園桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGardenTableNatural_Remake_0_0.png'}, {'name': '自然風花園椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGardenChairNatural_Remake_0_0.png'}, {'name': '鑄鐵木DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png'}, {'name': '冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigerator_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '垂吊玻璃盆栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png'}]"
26448,Grizzly,ムー,穆穆,bea09,7/31,熊熊,"['紅色', '黑色']",秘魯之歌,♂,學術,暴躁,熊,bea09_26_Grizzly,"{'name': '星空牆', 'filename': 'RoomSpWallStarSky00'}","{'name': '沙漠地板', 'filename': 'RoomTexFloorDesert00'}","[{'name': '野營飯盒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMesstin.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '營火', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCampfire.png'}, {'name': '油燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLantern_Remake_0_0.png'}, {'name': '睡袋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_0_0.png'}, {'name': '圓木長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolL_Remake_0_0.png'}, {'name': '露營爐具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKocher_Remake_0_0.png'}]"
26449,Paula,レイチェル,瑞秋,bea10,3/22,耶呼,"['橘子', '綠色']",K.K.迪斯可,♀,健康,大姐姐,熊,bea10_27_Paula,"{'name': '星星牆', 'filename': 'RoomSpWallStarPrint00'}","{'name': '草莓巧克力地板', 'filename': 'RoomTexFloorChocolate02'}","[{'name': '可愛DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteWorkbench_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '木製廢紙簍', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTrashboxWood_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '木製衣櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenCloset_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': '木製矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableM_Remake_0_0.png'}, {'name': '軟木佈告欄', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_0_0.png'}]"
26450,Ike,ダイク,大功,bea11,5/16,施主,"['綠色', '藍色']",K.K.搖滾,♂,大自然,暴躁,熊,bea11_28_Ike,"{'name': '鐵捲門牆', 'filename': 'RoomTexWallShutter00'}","{'name': '鐵板地板', 'filename': 'RoomTexFloorSteel00'}","[{'name': '鑄鐵櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_0_0.png'}, {'name': '鑄鐵木DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png'}, {'name': 'ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_0_0.png'}, {'name': '露營床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_0_0.png'}, {'name': '壁掛式聚光燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLampSpotWall_Remake_0_0.png'}, {'name': '鑰匙掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png'}, {'name': '電源總開關', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBreaker.png'}, {'name': '工具推車', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolcart_Remake_0_0.png'}, {'name': '木製工具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolboxWood_Remake_0_0.png'}, {'name': '鑄鐵工作桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png'}, {'name': '工具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolbox_Remake_0_0.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': '壁掛式工具掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolhanger_Remake_0_0.png'}]"
26451,Charlise,チャーミー,恰咪,bea12,4/17,唷咻,"['紅色', '橘子']",K.K.老師,♀,健康,大姐姐,熊,bea12_29_Charlise,"{'name': '行道樹牆', 'filename': 'RoomTexWallRoadsideTree00'}","{'name': '賽車賽道地板', 'filename': 'RoomTexFloorAthletics00'}","[{'name': '球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_0_0.png'}, {'name': '瑜伽球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBalanceball_Remake_0_0.png'}, {'name': '露營床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCampbed_Remake_0_0.png'}, {'name': '球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_0_0.png'}, {'name': '戶外長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_0.png'}, {'name': '卡帶收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRadicase_Remake_0_0.png'}, {'name': '籃框', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBasketgoal_Remake_0_0.png'}, {'name': '戶外桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOutdoortableM_Remake_0_0.png'}, {'name': '飲料桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_0_0.png'}, {'name': '馬克杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_0.png'}]"
26452,Beardo,ベアード,熊大叔,bea13,9/27,咳咳,"['棕色', '藍色']",K.K.米隆加,♂,學術,自戀,熊,bea13_30_Beardo,"{'name': '藍色皇冠壁紙', 'filename': 'RoomTexWallCrown00'}","{'name': '紫色簡約地毯', 'filename': 'RoomTexFloorSimpleCarpet03'}","[{'name': '古董時鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_0_0.png'}, {'name': '鑄鐵衣帽立架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '書房椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingChair_Remake_0_0.png'}, {'name': '古董小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png'}, {'name': '古董玄關桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_0_0.png'}, {'name': '書房桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingTable_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '無線電話', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhoneCordless_Remake_0_0.png'}, {'name': '文件堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png'}]"
26453,Klaus,クマロス,熊戰士,bea14,3/31,Over,"['灰色', '白色']",K.K.奏鳴曲,♂,學術,自戀,熊,bea14_31_Klaus,"{'name': '文藝復興牆', 'filename': 'RoomTexWallRenaissance00'}","{'name': '大理石地板', 'filename': 'RoomTexFloorMarble00'}","[{'name': '按摩浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJacuzzi_Remake_0_0.png'}, {'name': '坐浴桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWCBidet.png'}, {'name': '無水箱馬桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWCTankless_Remake_0_0.png'}, {'name': '沙灘巾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png'}, {'name': '陶製牛奶壺', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPotteryjug_Remake_0_0.png'}, {'name': '巨蟹座桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacCancer.png'}, {'name': '水瓶座水瓶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacAquarius.png'}, {'name': '簡單壁板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrScreenSimple_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '淋浴組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_0_0.png'}]"
26454,Megan,キャンディ,糖果,bea15,3/13,舔舔,"['黃色', '淺藍']",森林生活,♀,大自然,普通,熊,bea15_32_Megan,"{'name': '蜂巢牆', 'filename': 'RoomTexWallHoney00'}","{'name': '深色人字斜紋地板', 'filename': 'RoomTexFloorHerringbone01'}","[{'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '養蜂箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeekeepingbox_Remake_0_0.png'}, {'name': '可可樹', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantCacao.png'}, {'name': '充氣沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_0_0.png'}, {'name': '小型ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchS_Remake_0_0.png'}, {'name': '浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBathtub_Remake_0_0.png'}, {'name': '鑄鐵壁架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_0_0.png'}, {'name': '廚房掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_0_0.png'}, {'name': '樸素洗臉台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashstandBowl_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '毛巾架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTowelrackWall_Remake_0_0.png'}, {'name': '木製桌鏡', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenMirrorS_Remake_0_0.png'}, {'name': '迷你冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorMini_Remake_0_0.png'}, {'name': '瀝水碗架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png'}]"
26455,Jay,ツバクロ,阿燕,brd00,7/17,呢喃,"['藍色', '淺藍']",K.K.鄉村,♂,健康,運動,鳥,brd00_33_Jay,"{'name': '木質牆', 'filename': 'RoomTexWallFireWood00'}","{'name': '玫瑰木地板', 'filename': 'RoomTexFloorRoseWood00'}","[{'name': '圓木壁掛鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_0_0.png'}, {'name': '迷你生態池', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBiotope_Remake_0_0.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '圓木圓桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogTableLRound_Remake_0_0.png'}, {'name': '乾草床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHaybed_Remake_0_0.png'}, {'name': '小鳥水盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png'}, {'name': '圓木長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolL_Remake_0_0.png'}, {'name': '樸素DIY作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchStump.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': '椰子壁掛盤栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlanterPalm.png'}]"
26456,Robin,パーチク,喳喳,brd01,12/4,喳,"['淺藍', '紫色']",都市K.K.,♀,時尚,成熟,鳥,brd01_34_Robin,"{'name': '棕色植物圖案磚牆', 'filename': 'RoomTexWallWoodTile01'}","{'name': '棕色菱格紋磚地板', 'filename': 'RoomTexFloorArgyleTile01'}","[{'name': '浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBathtub_Remake_0_0.png'}, {'name': '藤編梳妝台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanDresser_Remake_0_0.png'}, {'name': '藤編邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableS_Remake_0_0.png'}, {'name': '藤編矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableM_Remake_0_0.png'}, {'name': '東方風屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_0_0.png'}, {'name': '圓木花園躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_0.png'}, {'name': '藤編毛巾籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanBasket_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '飾品架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJewelrystand_Remake_0_0.png'}, {'name': '黃金柏', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantGoldcrest_Remake_0_0.png'}, {'name': '黃金柏', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantGoldcrest_Remake_0_0.png'}, {'name': '小鳥水盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png'}]"
26457,Anchovy,アンチョビ,鳳尾,brd02,3/4,如斯,"['七彩', '橘子']",拉格泰姆音樂,♂,玩耍,悠閒,鳥,brd02_35_Anchovy,"{'name': '拼木牆', 'filename': 'RoomTexWallMixwood00'}","{'name': '紅色簡約地毯', 'filename': 'RoomTexFloorSimpleCarpet00'}","[{'name': '撞球桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_0_0.png'}, {'name': '點唱機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJukebox.png'}, {'name': '飛鏢靶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDarts.png'}, {'name': '桌型足球台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTablesoccer_Remake_0_0.png'}, {'name': '鋼琴椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPianochair_Remake_0_0.png'}, {'name': '直立式鋼琴', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPianoUpright_Remake_0_0.png'}, {'name': '彈珠台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPinball_Remake_0_0.png'}, {'name': '燈罩落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLampArm_Remake_0_0.png'}, {'name': '無扶手轉角沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoxsofaCorner_Remake_0_0.png'}, {'name': '無扶手沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_0_0.png'}, {'name': '無扶手沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoxsofa_Remake_0_0.png'}]"
26458,Twiggy,ピーチク,嘰嘰,brd03,7/13,嘰,"['粉色', '藍色']",K.K.偶像,♀,時尚,活力,鳥,brd03_36_Twiggy,"{'name': '白色植物圖案磚牆', 'filename': 'RoomTexWallWoodTile00'}","{'name': '灰色菱格紋磚地板', 'filename': 'RoomTexFloorArgyleTile00'}","[{'name': '圓木花園躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogBedS_Remake_0_0.png'}, {'name': '浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBathtub_Remake_0_0.png'}, {'name': '藤編梳妝台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanDresser_Remake_0_0.png'}, {'name': '藤編邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableS_Remake_0_0.png'}, {'name': '藤編矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableM_Remake_0_0.png'}, {'name': '東方風屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_0_0.png'}, {'name': '藤編毛巾籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanBasket_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '飾品架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJewelrystand_Remake_0_0.png'}, {'name': '小鳥水盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png'}, {'name': '黃金柏', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantGoldcrest_Remake_0_0.png'}, {'name': '黃金柏', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantGoldcrest_Remake_0_0.png'}]"
26459,Jitters,ジーニョ,紀諾,brd04,2/2,諾諾,"['黃色', '橘子']",K.K.好萊塢,♂,健康,運動,鳥,brd04_37_Jitters,"{'name': '體育場牆', 'filename': 'RoomSpWallStadium00'}","{'name': '草坪地板', 'filename': 'RoomTexFloorLawn00'}","[{'name': '球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_0_0.png'}, {'name': '球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBall_Remake_0_0.png'}, {'name': '優勝旗', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrVictoryflag_Remake_0_0.png'}, {'name': '導演椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_0_0.png'}, {'name': '足球球門', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSoccergoal.png'}]"
